Symbol;Position;Type;Lots;Open time;Open price;Close time;Close price;Profit;Net profit;Comment
EURUSD;590832711;Buy Stop;0.02;04.04.2022 10:38:57;1.10385;04.04.2022 10:40:03;1.10333;-22.92;-22.92;[S/L]
EURUSD;590825111;Sell;0.02;04.04.2022 10:30:24;1.10347;04.04.2022 10:33:28;1.1038;-14.57;-14.57;
CARDANO;590426733;Sell Stop;50;02.04.2022 17:07:03;1.1692;02.04.2022 18:02:37;1.1672;2.21;2.21;[S/L]
CARDANO;590413000;Buy Stop;50;02.04.2022 14:12:35;1.1852;02.04.2022 17:06:27;1.1688;-18.06;-18.06;[S/L]
CARDANO;590399315;Buy Stop;50;02.04.2022 11:09:29;1.1863;02.04.2022 14:10:31;1.1726;-15.08;-15.08;[S/L]
CARDANO;590316397;Sell Stop;50;01.04.2022 21:04:48;1.1637;02.04.2022 04:00:00;1.1812;-19.33;-19.69;[S/L]
EURUSD;590297977;Sell;0.01;01.04.2022 20:36:33;1.10449;01.04.2022 21:00:43;1.10409;8.84;8.84;
EURUSD;590312491;Sell Stop;0.01;01.04.2022 20:59:23;1.1039;01.04.2022 21:00:17;1.10419;-6.41;-6.41;[S/L]
GBPUSD;590311794;Sell Stop;0.01;01.04.2022 20:58:32;1.31064;01.04.2022 21:02:07;1.31103;-8.62;-8.62;[S/L]
GBPUSD;590306461;Sell Stop;0.01;01.04.2022 20:49:39;1.31028;01.04.2022 20:52:53;1.31064;-7.96;-7.96;[S/L]
GBPUSD;590303682;Sell Stop;0.01;01.04.2022 20:45:16;1.31045;01.04.2022 20:57:05;1.31089;-9.73;-9.73;[S/L]
GBPUSD;590300412;Buy;0.01;01.04.2022 20:40:20;1.31073;01.04.2022 20:40:30;1.31043;-6.61;-6.61;
GBPUSD;590214993;Sell;0.02;01.04.2022 18:58:00;1.31029;01.04.2022 19:24:08;1.30972;25.2;25.20;
EURUSD;590217674;Sell Stop;0.02;01.04.2022 19:00:52;1.10384;01.04.2022 19:18:20;1.10369;6.63;6.63;[S/L]
GBPUSD;590213470;Sell Stop;0.01;01.04.2022 18:55:34;1.31068;01.04.2022 18:59:59;1.31059;1.99;1.99;[S/L]
EURUSD;590208351;Buy Stop;0.01;01.04.2022 18:47:33;1.10464;01.04.2022 18:56:36;1.10418;-10.14;-10.14;[S/L]
GBPUSD;590202657;Sell;0.02;01.04.2022 18:40:27;1.31039;01.04.2022 18:42:58;1.31068;-12.82;-12.82;
EURUSD;590197720;Buy;0.02;01.04.2022 18:35:33;1.10452;01.04.2022 18:40:29;1.10429;-10.14;-10.14;
GBPUSD;590200253;Buy Stop;0.02;01.04.2022 18:37:44;1.31121;01.04.2022 18:39:24;1.31076;-19.84;-19.84;[S/L]
EURUSD;590158716;Buy Stop;0.02;01.04.2022 17:55:50;1.10422;01.04.2022 18:33:09;1.10425;1.32;1.32;[S/L]
GBPUSD;590156336;Buy Stop;0.02;01.04.2022 17:53:42;1.3113;01.04.2022 18:30:59;1.31088;-18.52;-18.52;[S/L]
EURUSD;590096069;Buy;0.01;01.04.2022 17:05:17;1.10336;01.04.2022 17:50:18;1.10364;6.18;6.18;
GBPUSD;590137901;Sell Stop;0.02;01.04.2022 17:37:53;1.31045;01.04.2022 17:42:01;1.31091;-20.32;-20.32;[S/L]
GBPUSD;590010782;Sell;0.02;01.04.2022 16:19:27;1.31059;01.04.2022 16:32:18;1.30893;73.52;73.52;
EURUSD;590031858;Buy;0.01;01.04.2022 16:29:43;1.10331;01.04.2022 16:30:29;1.10314;-3.76;-3.76;
EURUSD;590000853;Buy Stop;0.02;01.04.2022 16:13:23;1.10475;01.04.2022 16:18:02;1.1044;-15.46;-15.46;[S/L]
EURUSD;589971780;Sell Stop;0.02;01.04.2022 15:57:16;1.10456;01.04.2022 16:02:00;1.10486;-13.27;-13.27;[S/L]
EURUSD;589951252;Buy;0.02;01.04.2022 15:47:18;1.10449;01.04.2022 15:50:54;1.10437;-5.3;-5.30;
GBPUSD;589955793;Sell Stop;0.02;01.04.2022 15:49:45;1.30967;01.04.2022 15:55:49;1.30962;2.21;2.21;[S/L]
EURUSD;589939330;Buy;0.02;01.04.2022 15:41:59;1.10435;01.04.2022 15:45:22;1.10412;-10.15;-10.15;
EURUSD;589916551;Sell Stop;0.02;01.04.2022 15:33:30;1.10389;01.04.2022 15:34:54;1.10431;-18.57;-18.57;[S/L]
EURUSD;589817524;Sell Stop;0.02;01.04.2022 14:31:38;1.10383;01.04.2022 14:31:59;1.10427;-19.45;-19.45;[S/L]
EURUSD;589775294;Sell Stop;0.02;01.04.2022 13:45:30;1.10513;01.04.2022 13:50:00;1.10547;-15.01;-15.01;[S/L]
EURUSD;589733680;Buy Stop;0.02;01.04.2022 12:54:12;1.10624;01.04.2022 12:57:44;1.10575;-21.59;-21.59;[S/L]
EURUSD;589728232;Buy Stop;0.02;01.04.2022 12:47:45;1.10615;01.04.2022 12:48:39;1.10581;-14.98;-14.98;[S/L]
EURUSD;589720143;Sell Stop;0.02;01.04.2022 12:37:39;1.10571;01.04.2022 12:47:45;1.10615;-19.42;-19.42;[S/L]
EURUSD;589681816;Buy;0.02;01.04.2022 11:42:14;1.10464;01.04.2022 11:48:19;1.10448;-7.06;-7.06;
EURUSD;589657711;Sell Stop;0.02;01.04.2022 11:20:01;1.10512;01.04.2022 11:22:02;1.10508;1.77;1.77;[S/L]
EURUSD;589656337;Sell Stop;0.02;01.04.2022 11:18:02;1.10515;01.04.2022 11:18:55;1.10543;-12.36;-12.36;[S/L]

